Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalFinishedSF,HighQualFinishedSF,TotalBaths,OverallQual * TotalBaths,OverallQual * TotalSF,TotalBaths * TotalSF,OverallQual + OverallCond,BsmtQual + BsmtCond,GarageQual + GarageCond,ExterQual + ExterCond,Heating + HeatingQC,SaleType + SaleCondition,Neighborhood + Condition1 + Condition2,Neighborhood + BldgType
585,50,RM,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,Y,SBrkr,989,584,0,1573,0,0,1,0,3,1,Gd,6,Typ,0,None,Detchd,1935.0,Unf,1,240,TA,TA,Y,0,0,54,0,120,0,None,None,None,0,7,2009,WD,Normal,133000,2457,1573,2457,1.0,4.0,9828,2457.0,4+7,TA+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,BrkSide+Norm+Norm,BrkSide+1Fam
586,20,RL,88.0,11443,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,208.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1460,Unf,0,408,1868,GasA,Ex,Y,SBrkr,2028,0,0,2028,1,0,2,0,2,1,Gd,7,Typ,2,Gd,Attchd,2005.0,RFn,3,880,TA,TA,Y,326,66,0,0,0,0,None,None,None,0,3,2006,New,Partial,369900,3896,3488,3896,3.0,24.0,31168,11688.0,8+5,Ex+TA,TA+TA,Gd+TA,GasA+Ex,New+Partial,Timber+Norm+Norm,Timber+1Fam
587,30,RL,55.0,10267,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,BrkTil,TA,Gd,Mn,Rec,210,ALQ,606,0,816,GasA,Ex,Y,SBrkr,838,0,0,838,1,0,1,0,2,1,Fa,5,Typ,0,None,Detchd,1961.0,Fin,1,275,TA,TA,N,0,0,112,0,0,0,None,MnWw,None,0,5,2008,WD,Normal,130000,1654,1654,1654,2.0,12.0,9924,3308.0,6+7,TA+Gd,TA+TA,TA+Gd,GasA+Ex,WD+Normal,BrkSide+RRAn+Norm,BrkSide+1Fam
588,85,RL,74.0,8740,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,672,Unf,0,168,840,GasA,TA,Y,SBrkr,860,0,0,860,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1996.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,137000,1700,1532,1700,2.0,10.0,8500,3400.0,5+6,TA+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,Sawyer+Norm+Norm,Sawyer+1Fam
589,20,RL,65.0,25095,Pave,None,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1324,Unf,0,113,1437,GasA,Ex,Y,SBrkr,1473,0,0,1473,2,0,1,0,1,1,Ex,5,Typ,2,Gd,Attchd,1968.0,Unf,1,452,TA,TA,Y,0,48,0,0,60,0,None,None,None,0,6,2009,WD,Partial,143000,2910,2797,2910,3.0,15.0,14550,8730.0,5+8,TA+TA,TA+TA,TA+TA,GasA+Ex,WD+Partial,ClearCr+Norm+Norm,ClearCr+1Fam
590,40,RM,50.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,742,742,GasA,TA,Y,FuseA,779,0,156,935,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1988.0,Unf,1,308,TA,TA,P,0,0,0,0,0,0,None,None,Shed,600,8,2008,WD,Normal,79500,1677,935,1521,1.0,5.0,8385,1677.0,5+6,TA+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,BrkSide+RRAn+Feedr,BrkSide+1Fam
591,60,RL,64.0,8320,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,490,Unf,0,280,770,GasA,Ex,Y,SBrkr,770,812,0,1582,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2004.0,RFn,2,520,TA,TA,Y,0,45,0,0,0,0,None,None,None,0,9,2008,WD,Normal,185900,2352,2072,2352,2.5,17.5,16464,5880.0,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
592,60,RL,97.0,13478,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1338,Unf,0,384,1722,GasA,Ex,Y,SBrkr,1728,568,0,2296,1,0,2,1,3,1,Ex,10,Typ,1,Gd,BuiltIn,2008.0,RFn,3,842,TA,TA,Y,382,274,0,0,0,0,None,None,None,0,6,2009,ConLI,Normal,451950,4018,3634,4018,3.5,35.0,40180,14063.0,10+5,Ex+TA,TA+TA,Ex+TA,GasA+Ex,ConLI+Normal,NridgHt+Norm+Norm,NridgHt+1Fam
593,20,RL,60.0,6600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,TA,Gd,No,GLQ,816,Unf,0,0,816,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1985.0,Fin,2,816,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,138000,1632,1632,1632,2.0,10.0,8160,3264.0,5+8,TA+Gd,TA+TA,TA+Gd,GasA+Ex,WD+Normal,Mitchel+Norm+Norm,Mitchel+1Fam
594,120,RM,70.0,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685,Unf,0,163,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,0,None,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,140000,1696,1533,1696,2.0,12.0,10176,3392.0,6+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,CollgCr+Norm+Norm,CollgCr+TwnhsE
595,20,RL,88.0,7990,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,924,924,GasA,TA,Y,SBrkr,924,0,0,924,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1981.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,4,2008,WD,Normal,110000,1848,924,1848,1.0,5.0,9240,1848.0,5+6,Gd+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
596,20,RL,69.0,11302,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,238.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1422,Unf,0,392,1814,GasA,Ex,Y,SBrkr,1826,0,0,1826,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2005.0,Fin,3,758,TA,TA,Y,180,75,0,0,120,0,None,None,None,0,8,2006,New,Partial,319000,3640,3248,3640,3.0,24.0,29120,10920.0,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,New+Partial,StoneBr+Norm+Norm,StoneBr+1Fam
597,70,RM,60.0,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,684,684,GasA,Ex,N,FuseA,684,684,0,1368,0,0,1,0,3,1,TA,7,Typ,0,None,Detchd,1930.0,Unf,1,216,TA,Fa,N,0,158,0,0,0,0,None,None,None,0,10,2006,WD,Normal,114504,2052,1368,2052,1.0,6.0,12312,2052.0,6+7,TA+TA,TA+Fa,TA+TA,GasA+Ex,WD+Normal,OldTown+Norm+Norm,OldTown+1Fam
598,120,RL,53.0,3922,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1258,1258,GasA,Ex,Y,SBrkr,1402,0,0,1402,0,2,0,2,2,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3,648,TA,TA,Y,120,16,0,0,0,0,None,None,None,0,2,2007,New,Partial,194201,2660,1402,2660,2.0,14.0,18620,5320.0,7+5,Ex+TA,TA+TA,Gd+TA,GasA+Ex,New+Partial,Blmngtn+Norm+Norm,Blmngtn+TwnhsE
599,20,RL,80.0,12984,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283,LwQ,147,0,1430,GasA,Ex,Y,SBrkr,1647,0,0,1647,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1977.0,Fin,2,621,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2006,WD,Normal,217500,3077,3077,3077,3.0,15.0,15385,9231.0,5+6,Gd+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Crawfor+Norm+Norm,Crawfor+1Fam
600,160,RM,24.0,1950,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,81,GLQ,612,23,716,GasA,TA,Y,SBrkr,716,840,0,1556,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,Fin,2,452,TA,TA,Y,161,0,0,0,0,0,None,GdPrv,None,0,7,2008,COD,Normal,151000,2272,2249,2272,3.5,21.0,13632,7952.0,6+6,Gd+TA,TA+TA,TA+Gd,GasA+TA,COD+Normal,Blueste+Norm+Norm,Blueste+Twnhs
601,60,RL,74.0,10927,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Gd,TA,Av,GLQ,546,Unf,0,512,1058,GasA,Ex,Y,SBrkr,1058,846,0,1904,1,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2,736,TA,TA,Y,179,60,0,0,0,0,None,None,None,0,6,2006,WD,Normal,275000,2962,2450,2962,3.5,28.0,23696,10367.0,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,NridgHt+Norm+Norm,NridgHt+1Fam
602,50,RM,50.0,9000,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,780,595,0,1375,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1979.0,Unf,1,544,TA,TA,P,0,162,0,0,126,0,None,None,None,0,12,2007,WD,Normal,141000,2155,1375,2155,1.5,9.0,12930,3232.5,6+6,TA+TA,TA+TA,TA+Gd,GasA+TA,WD+Normal,IDOTRR+Norm+Norm,IDOTRR+1Fam
603,60,RL,80.0,10041,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,789,Unf,0,119,908,GasA,Ex,Y,SBrkr,927,988,0,1915,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,Fin,2,506,TA,TA,Y,120,150,0,0,0,0,None,None,None,0,2,2006,WD,Abnorml,220000,2823,2704,2823,3.5,28.0,22584,9880.5,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Abnorml,SawyerW+Norm+Norm,SawyerW+1Fam
604,160,FV,30.0,3182,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,600,600,0,1200,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2004.0,RFn,2,480,TA,TA,Y,0,172,0,0,0,0,None,None,None,0,6,2010,WD,Normal,151000,1800,1200,1800,2.5,17.5,12600,4500.0,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,Somerst+Norm+Norm,Somerst+TwnhsE
605,20,RL,88.0,12803,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,922,Unf,0,572,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2002.0,RFn,2,530,TA,TA,Y,192,36,0,0,0,0,None,None,None,0,9,2008,WD,Normal,221000,2988,2416,2988,3.0,21.0,20916,8964.0,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
606,60,RL,85.0,13600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,BLQ,454,Unf,0,314,768,GasA,TA,Y,SBrkr,1186,800,0,1986,0,0,2,1,3,1,TA,7,Typ,3,Fa,Attchd,1965.0,Unf,2,486,TA,TA,Y,0,42,0,0,189,0,None,None,None,0,10,2009,WD,Normal,205000,2754,2440,2754,2.5,17.5,19278,6885.0,7+6,TA+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,NAmes+Norm+Norm,NAmes+1Fam
607,20,RL,82.0,12464,Pave,None,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,732,Unf,0,308,1040,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,Gd,6,Typ,0,None,Detchd,2000.0,Unf,2,576,TA,TA,Y,168,0,0,0,0,0,None,GdPrv,None,0,11,2009,WD,Normal,152000,2080,1772,2080,2.0,10.0,10400,4160.0,5+5,Gd+TA,TA+TA,TA+Gd,GasA+Gd,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
608,20,RL,78.0,7800,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,603,Unf,0,293,896,GasA,Ex,Y,SBrkr,1112,896,0,2008,1,0,3,0,3,1,Ex,8,Typ,0,None,Attchd,1948.0,Unf,1,230,TA,TA,Y,103,0,0,0,0,0,None,None,None,0,8,2006,WD,Normal,225000,2904,2611,2904,4.0,20.0,14520,11616.0,5+8,TA+Gd,TA+TA,TA+Gd,GasA+Ex,WD+Normal,Edwards+Norm+Norm,Edwards+1Fam
609,70,RL,78.0,12168,Pave,None,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,428,Unf,0,537,965,GasA,TA,Y,SBrkr,1940,1254,0,3194,0,0,2,1,4,1,TA,10,Typ,2,Gd,Basment,1934.0,Unf,2,380,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,9,2007,WD,Alloca,359100,4159,3622,4159,2.5,20.0,33272,10397.5,8+6,Gd+TA,TA+TA,TA+TA,GasA+TA,WD+Alloca,Crawfor+Norm+Norm,Crawfor+1Fam
610,20,RL,61.0,7943,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192.0,TA,Fa,CBlock,TA,TA,Mn,Rec,903,Unf,0,126,1029,GasA,Gd,Y,SBrkr,1029,0,0,1029,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1961.0,Unf,1,261,TA,TA,Y,64,0,39,0,0,0,None,None,None,0,4,2007,WD,Normal,118500,2058,1932,2058,2.0,8.0,8232,4116.0,4+5,TA+TA,TA+TA,TA+Fa,GasA+Gd,WD+Normal,Sawyer+Feedr+Norm,Sawyer+1Fam
611,60,RL,70.0,11050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,904,Unf,0,536,1440,GasA,Ex,Y,SBrkr,1476,677,0,2153,1,0,2,1,3,1,Ex,8,Typ,2,Ex,Attchd,2000.0,Fin,3,736,TA,TA,Y,253,142,0,0,0,0,None,None,None,0,5,2009,WD,Normal,313000,3593,3057,3593,3.5,31.5,32337,12575.5,9+5,Ex+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,CollgCr+PosN+Norm,CollgCr+1Fam
612,80,RL,80.0,10395,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,233.0,TA,TA,CBlock,Gd,TA,Av,ALQ,605,Unf,0,427,1032,GasA,TA,Y,SBrkr,1032,0,0,1032,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Unf,2,564,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,Shed,500,7,2007,WD,Normal,148000,2064,1637,2064,2.5,15.0,12384,5160.0,6+6,Gd+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,NWAmes+Norm+Norm,NWAmes+1Fam
613,60,RL,70.0,11885,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,Av,GLQ,990,Unf,0,309,1299,GasA,Ex,Y,SBrkr,1299,573,0,1872,1,0,2,1,3,1,Ex,7,Typ,1,TA,BuiltIn,2001.0,RFn,2,531,TA,TA,Y,160,122,0,0,0,0,None,None,None,0,11,2009,WD,Normal,261500,3171,2862,3171,3.5,28.0,25368,11098.5,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
614,20,RL,70.0,8402,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,206,Unf,0,914,1120,GasA,Ex,Y,SBrkr,1120,0,0,1120,0,0,1,0,3,1,TA,6,Typ,0,None,None,0.0,None,0,0,None,None,Y,0,30,0,0,0,0,None,None,None,0,12,2007,New,Partial,147000,2240,1326,2240,1.0,5.0,11200,2240.0,5+5,Gd+TA,None+None,TA+TA,GasA+Ex,New+Partial,Mitchel+Feedr+Norm,Mitchel+1Fam
615,180,RM,21.0,1491,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,150,GLQ,480,0,630,GasA,Ex,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,None,None,0.0,None,0,0,None,None,Y,96,24,0,0,0,0,None,None,None,0,5,2010,WD,Normal,75500,1260,1260,1260,2.0,8.0,5040,2520.0,4+6,Gd+TA,None+None,TA+TA,GasA+Ex,WD+Normal,MeadowV+Norm+Norm,MeadowV+TwnhsE
616,85,RL,80.0,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,PConc,TA,TA,Gd,GLQ,763,Unf,0,173,936,GasA,Ex,Y,SBrkr,1054,0,0,1054,1,0,1,0,3,1,Gd,6,Typ,0,None,Attchd,1963.0,RFn,2,480,TA,TA,Y,120,0,0,0,0,0,None,MnPrv,None,0,5,2010,WD,Abnorml,137500,1990,1817,1990,2.0,12.0,11940,3980.0,6+7,TA+TA,TA+TA,TA+Gd,GasA+Ex,WD+Abnorml,NAmes+Feedr+Norm,NAmes+1Fam
617,60,RL,65.0,7861,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,457,Unf,0,326,783,GasA,Ex,Y,SBrkr,807,702,0,1509,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2,393,TA,TA,Y,100,75,0,0,0,0,None,None,None,0,6,2006,WD,Normal,183200,2292,1966,2292,3.5,21.0,13752,8022.0,6+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,Gilbert+Norm+Norm,Gilbert+1Fam
618,45,RL,59.0,7227,Pave,None,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,832,0,0,832,0,0,1,0,2,1,Gd,4,Typ,0,None,Detchd,1962.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,105500,1664,832,1664,1.0,6.0,9984,1664.0,6+6,TA+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,NAmes+Artery+Norm,NAmes+1Fam
619,20,RL,90.0,11694,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,Ex,TA,PConc,Ex,TA,Av,GLQ,48,Unf,0,1774,1822,GasA,Ex,Y,SBrkr,1828,0,0,1828,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2007.0,Unf,3,774,TA,TA,Y,0,108,0,0,260,0,None,None,None,0,7,2007,New,Partial,314813,3650,1876,3650,2.0,18.0,32850,7300.0,9+5,Ex+TA,TA+TA,Ex+TA,GasA+Ex,New+Partial,NridgHt+Norm+Norm,NridgHt+1Fam
620,60,RL,85.0,12244,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,871,Unf,0,611,1482,GasA,Ex,Y,SBrkr,1482,780,0,2262,1,0,2,1,4,1,Gd,10,Typ,2,Gd,Attchd,2003.0,Fin,3,749,TA,TA,Y,168,0,0,0,0,0,None,None,None,0,8,2008,WD,Normal,305000,3744,3133,3744,3.5,28.0,29952,13104.0,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,Timber+Norm+Norm,Timber+1Fam
621,30,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,41,Unf,0,823,864,GasA,TA,N,FuseF,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,None,None,0.0,None,0,0,None,None,N,0,0,100,0,0,0,None,None,None,0,9,2008,WD,Normal,67000,1728,905,1728,2.0,6.0,5184,3456.0,3+3,TA+TA,None+None,TA+TA,GasA+TA,WD+Normal,Edwards+Norm+Norm,Edwards+1Fam
622,60,RL,90.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,956,Rec,182,384,1522,GasA,TA,Y,SBrkr,1548,1066,0,2614,0,0,2,1,4,1,TA,9,Typ,1,TA,Attchd,1974.0,RFn,2,624,TA,TA,Y,38,243,0,0,0,0,None,None,None,0,6,2008,WD,Normal,240000,4136,3752,4136,2.5,15.0,24816,10340.0,6+7,TA+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,NWAmes+Norm+Norm,NWAmes+1Fam
