"MSZoning","Neighborhood","HouseStyle","OverallQual","YearBuilt","ExterQual","Foundation","BsmtQual","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","TotRmsAbvGrd","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","SaleType","SaleCondition","SalePrice"
"RL","CollgCr","2Story","7",2006,"Gd","PConc","Gd",939,858,1797,2,8,"RFn",2,639,"TA","TA","Y","WD","Normal",213500
"RH","SawyerW","1.5Unf","6",1928,"TA","BrkTil","Fa",784,0,784,1,5,"Unf",2,360,"Fa","Fa","None","WD","Normal",76000
"RL","ClearCr","2Story","6",1992,"Gd","PConc","Gd",1079,874,1953,2,9,"Fin",2,501,"TA","TA","Y","WD","Normal",240000
"RL","Blmngtn","1Story","8",2004,"Gd","PConc","Gd",1269,0,1269,2,6,"Fin",2,430,"TA","TA","Y","WD","Normal",192000
"RL","Edwards","1.5Fin","5",1910,"TA","PConc","TA",658,526,1184,1,8,"None",0,0,"None","None","None","WD","AdjLand",81000
"RL","Edwards","SLvl","6",1976,"TA","CBlock","TA",1125,0,1125,1,6,"Unf",1,352,"TA","TA","Y","WD","Abnorml",125000
"RL","CollgCr","1Story","7",1999,"Gd","PConc","Gd",1479,0,1479,2,6,"RFn",2,577,"TA","TA","Y","WD","Normal",191000
"RL","NridgHt","2Story","10",2007,"Ex","PConc","Ex",1742,590,2332,2,9,"Fin",3,846,"TA","TA","Y","New","Partial",426000
"RL","Edwards","1.5Fin","5",1900,"TA","BrkTil","TA",961,406,1367,1,7,"Unf",1,384,"TA","TA","Y","WD","Normal",119000
"RL","Mitchel","2Story","6",2001,"TA","PConc","Ex",804,1157,1961,2,7,"Fin",2,560,"TA","TA","Y","WD","Normal",215000
"RL","NAmes","1Story","5",1959,"TA","Slab","None",882,0,882,1,5,"RFn",1,294,"TA","TA","Y","WD","Normal",106500
"RL","BrkSide","1Story","4",1941,"TA","CBlock","TA",788,0,788,1,4,"None",0,0,"None","None","Y","WD","Abnorml",1e+05
"RL","OldTown","1.5Fin","5",1940,"TA","CBlock","TA",735,299,1034,1,5,"Unf",1,240,"TA","TA","Y","WD","Normal",109000
"RL","Edwards","1Story","5",1956,"TA","CBlock","TA",1144,0,1144,1,6,"Unf",1,596,"TA","TA","Y","WD","Normal",129000
"RL","CollgCr","1Story","5",1972,"TA","CBlock","TA",894,0,894,1,6,"RFn",2,600,"TA","TA","Y","WD","Normal",123000
"RL","NAmes","2Story","5",1962,"TA","CBlock","TA",876,936,1812,2,8,"RFn",1,264,"TA","TA","Y","WD","Normal",169500
"RM","IDOTRR","1Story","5",1920,"TA","BrkTil","Fa",1077,0,1077,1,6,"Unf",1,338,"Po","Po","None","WD","Abnorml",67000
"FV","Somerst","2Story","7",2006,"Gd","PConc","Gd",1112,438,1550,2,7,"Fin",2,438,"TA","TA","Y","WD","Normal",241000
"RL","Veenker","1Story","8",1996,"Gd","PConc","Gd",1288,0,1288,1,4,"Fin",2,500,"TA","TA","Y","WD","Normal",245500
"RL","CollgCr","1Story","7",2005,"Gd","PConc","Gd",1310,0,1310,2,6,"Fin",2,400,"TA","TA","Y","New","Partial",164990
"RL","Sawyer","1Story","5",1940,"TA","PConc","TA",672,0,672,1,4,"Unf",1,240,"TA","TA","None","WD","Normal",108000
"RL","NoRidge","2Story","8",1998,"Gd","PConc","Gd",1165,1098,2263,2,10,"Fin",2,420,"TA","TA","Y","WD","Abnorml",258000
"RL","Gilbert","2Story","6",1995,"TA","PConc","Gd",806,766,1572,2,7,"Fin",2,373,"TA","TA","Y","WD","Normal",168000
"RL","Sawyer","1Story","4",1976,"TA","CBlock","TA",1620,0,1620,2,8,"Unf",2,490,"TA","TA","Y","WD","Normal",150000
"RL","SWISU","1.5Fin","6",1936,"TA","BrkTil","TA",1166,0,1639,1,6,"Unf",1,240,"TA","TA","Y","WD","Normal",115000
"RL","Crawfor","2Story","6",1915,"TA","BrkTil","Gd",840,840,1680,2,8,"Unf",1,308,"TA","TA","Y","WD","Normal",177000
"RL","NridgHt","2Story","7",2006,"Gd","PConc","Ex",1071,1101,2172,2,9,"RFn",3,947,"TA","TA","Y","New","Partial",280000
"FV","Somerst","2Story","8",2007,"Gd","PConc","Ex",1050,1028,2078,2,8,"Fin",3,836,"TA","TA","Y","New","Partial",339750
"RL","Edwards","1Story","5",1958,"TA","CBlock","TA",1276,0,1276,1,5,"Unf",1,350,"TA","TA","Y","COD","Abnorml",60000
"RL","Gilbert","1Story","5",1955,"TA","CBlock","TA",1056,0,1056,1,5,"Fin",2,572,"TA","TA","Y","WD","Normal",145000
"FV","Somerst","1Story","7",2009,"Ex","PConc","Ex",1478,0,1478,2,7,"Fin",2,484,"TA","TA","Y","New","Partial",222000
"RM","OldTown","1Story","5",1927,"TA","CBlock","TA",1028,0,1028,1,5,"Unf",2,360,"TA","TA","Y","WD","Normal",115000
"RL","SawyerW","2Story","7",1993,"Gd","PConc","Gd",1080,1017,2097,2,9,"Unf",3,678,"TA","TA","Y","WD","Normal",228000
"RL","Gilbert","1Story","7",2007,"Gd","PConc","Gd",1340,0,1340,2,6,"Fin",2,396,"TA","TA","Y","New","Partial",181134
"RL","Sawyer","2Story","6",1978,"TA","CBlock","TA",672,728,1400,1,6,"Fin",2,440,"TA","TA","Y","WD","Normal",149500
"RL","Crawfor","2Story","6",1918,"TA","BrkTil","Gd",1370,1254,2624,2,10,"Unf",3,864,"TA","TA","None","WD","Normal",239000
"RL","Edwards","1.5Fin","5",1940,"TA","BrkTil","TA",756,378,1134,1,7,"Unf",1,240,"TA","TA","P","WD","AdjLand",126000
"RL","NAmes","1Story","5",1968,"TA","CBlock","TA",1056,0,1056,1,6,"Unf",1,304,"TA","TA","Y","WD","Normal",142000
"RM","Mitchel","SFoyer","7",1997,"TA","PConc","Gd",1344,0,1344,2,8,"Fin",4,784,"TA","TA","Y","WD","Alloca",206300
"RL","NWAmes","1Story","6",1977,"Gd","CBlock","Gd",1602,0,1602,2,8,"Fin",2,529,"TA","TA","Y","WD","Normal",215000
"RL","Mitchel","1Story","5",1954,"TA","CBlock","TA",988,0,988,1,4,"RFn",2,520,"TA","TA","None","WD","Normal",113000
"RL","NoRidge","2Story","8",1998,"Gd","PConc","Gd",1470,1160,2630,2,8,"Fin",3,696,"TA","TA","Y","WD","Normal",315000
"RL","NAmes","1Story","6",1956,"TA","CBlock","Gd",1196,0,1196,1,6,"RFn",1,297,"TA","TA","Y","WD","Normal",139000
"RM","OldTown","2Story","7",1946,"TA","CBlock","TA",707,682,1389,1,6,"Unf",1,240,"TA","TA","P","WD","Normal",135000
"RL","SawyerW","SLvl","7",1989,"Gd","PConc","Gd",1644,0,1644,2,5,"Fin",2,569,"TA","TA","Y","WD","Normal",275000
"RL","NAmes","1Story","4",1957,"TA","CBlock","TA",907,0,907,1,5,"Unf",1,352,"TA","TA","Y","WD","Normal",109008
"RL","CollgCr","1Story","7",2007,"Gd","PConc","Gd",1208,0,1208,2,6,"RFn",2,628,"TA","TA","Y","New","Partial",195400
"RL","Timber","1Story","6",1988,"TA","CBlock","Gd",1412,0,1412,2,6,"Unf",2,576,"TA","TA","Y","WD","Normal",175000
"RM","BrDale","2Story","6",1971,"TA","CBlock","TA",483,504,987,1,4,"Unf",1,264,"TA","TA","Y","COD","Abnorml",85400
"RM","OldTown","1.5Fin","6",1920,"TA","BrkTil","TA",1088,110,1198,1,7,"None",0,0,"None","None","None","ConLD","Abnorml",79900
"RM","BrDale","2Story","5",1971,"TA","CBlock","TA",765,600,1365,1,6,"Unf",2,440,"TA","TA","Y","WD","Normal",122500
"RL","Gilbert","2Story","6",1997,"TA","PConc","Gd",926,678,1604,2,7,"Fin",2,470,"TA","TA","Y","WD","Normal",181000
"RM","MeadowV","SFoyer","4",1972,"TA","CBlock","Gd",630,0,630,1,3,"None",0,0,"None","None","Y","WD","Normal",81000
"RL","CollgCr","2Story","7",1996,"Gd","PConc","Gd",827,834,1661,2,6,"RFn",2,550,"TA","TA","Y","ConLw","Normal",212000
"RM","OldTown","1.5Fin","6",1920,"TA","BrkTil","Fa",734,384,1118,1,6,"Unf",2,440,"TA","TA","Y","WD","Normal",116000
"RM","BrkSide","1.5Unf","6",1926,"Gd","PConc","TA",904,0,904,1,4,"Unf",1,180,"TA","TA","Y","WD","Normal",119000
"RL","Crawfor","1Story","5",1913,"TA","PConc","TA",694,0,694,1,4,"Unf",1,352,"Gd","TA","P","WD","Normal",90350
"RL","Edwards","1.5Fin","6",1920,"TA","BrkTil","TA",684,512,1196,1,7,"Unf",2,528,"TA","TA","Y","ConLI","Normal",110000
"RL","NridgHt","1Story","10",2008,"Ex","PConc","Ex",2402,0,2402,2,10,"Fin",3,672,"TA","TA","Y","WD","Normal",555000
"RL","Edwards","1Story","4",1955,"TA","CBlock","TA",1440,0,1440,2,8,"None",0,0,"None","None","Y","WD","Normal",118000
"RM","BrkSide","1.5Fin","5",1930,"TA","PConc","TA",1128,445,1573,2,8,"Unf",2,360,"TA","TA","P","WD","Normal",162900
"RL","Blmngtn","1Story","7",2006,"Gd","PConc","Ex",1258,0,1258,2,6,"Fin",3,648,"TA","TA","Y","New","Partial",172500
"RL","CollgCr","2Story","7",1994,"Gd","PConc","Gd",933,975,1908,2,8,"Unf",2,493,"TA","TA","Y","WD","Normal",210000
"RL","Edwards","1Story","6",1956,"TA","CBlock","TA",1689,0,1689,1,7,"Unf",2,480,"TA","TA","Y","COD","Normal",127500
"RL","NAmes","1Story","6",1966,"Gd","CBlock","TA",1888,0,1888,2,6,"Fin",2,578,"TA","TA","Y","WD","Normal",190000
"RL","Gilbert","2Story","7",1998,"Gd","PConc","Gd",956,930,1886,2,10,"Fin",2,431,"TA","TA","Y","WD","Normal",199900
"RM","IDOTRR","1.5Fin","6",1937,"TA","BrkTil","TA",780,596,1376,2,7,"Unf",1,198,"TA","TA","None","WD","Normal",119500
"RM","OldTown","1.5Fin","3",1948,"TA","CBlock","TA",679,504,1183,1,6,"Unf",1,308,"TA","TA","Y","WD","Normal",120000
"RM","OldTown","1Story","6",1930,"TA","BrkTil","TA",813,0,813,1,5,"Unf",1,270,"Fa","Fa","None","WD","Normal",110000
"RL","ClearCr","1Story","7",1975,"TA","CBlock","Gd",1533,0,1533,2,5,"Unf",2,576,"TA","TA","Y","WD","Normal",280000
"RL","Timber","2Story","6",1996,"Gd","PConc","Ex",888,868,1756,2,7,"Fin",2,422,"TA","TA","Y","WD","Normal",204000
"FV","Somerst","2Story","8",2008,"Gd","PConc","Gd",786,804,1590,2,6,"RFn",2,676,"TA","TA","Y","WD","Normal",210000
"RL","Mitchel","1Story","5",1976,"TA","CBlock","TA",1728,0,1728,2,8,"Unf",2,560,"TA","TA","Y","WD","Family",188000
"RL","NWAmes","1Story","7",1973,"TA","CBlock","TA",1242,0,1242,1,6,"Unf",2,528,"TA","TA","Y","WD","Normal",175500
"RM","OldTown","2Story","5",1916,"TA","BrkTil","TA",624,720,1344,1,7,"Unf",3,513,"Fa","Fa","Y","COD","Abnorml",98000
"RL","ClearCr","1Story","4",1954,"TA","CBlock","Gd",1663,0,1663,1,6,"Fin",2,529,"TA","TA","Y","WD","Normal",256000
"RM","OldTown","2Story","8",1925,"TA","PConc","TA",833,833,1666,1,7,"Unf",1,228,"TA","TA","Y","WD","Normal",161000
"RL","BrkSide","1.5Fin","5",1950,"TA","CBlock","TA",979,224,1203,1,5,"Unf",1,352,"TA","TA","Y","WD","Normal",110000
"FV","Somerst","2Story","8",2009,"Gd","PConc","Gd",832,1103,1935,2,8,"Fin",2,552,"TA","TA","Y","New","Partial",263435
"RL","SWISU","2Story","7",1936,"Gd","PConc","Gd",575,560,1135,1,6,"RFn",2,576,"TA","TA","Y","WD","Normal",155000
"RL","Sawyer","1Story","5",1965,"TA","CBlock","TA",864,0,864,1,5,"Unf",1,360,"TA","TA","Y","WD","Normal",62383
"RL","Crawfor","2Story","6",1934,"TA","CBlock","TA",849,811,1660,1,6,"Unf",1,240,"TA","TA","Y","WD","Normal",188700
"RL","CollgCr","1Story","5",1978,"TA","CBlock","Gd",1040,0,1040,2,5,"None",0,0,"None","None","Y","WD","Normal",124000
"RM","Blmngtn","1Story","7",2004,"Gd","PConc","Gd",1414,0,1414,2,6,"Fin",2,398,"TA","TA","Y","WD","Normal",178740
"RL","NAmes","1Story","7",1970,"TA","CBlock","TA",1277,0,1277,1,5,"Unf",2,526,"TA","TA","Y","WD","Normal",167000
"RL","NAmes","2Story","5",1942,"TA","CBlock","TA",888,756,1644,1,7,"Unf",1,312,"TA","TA","Y","WD","Normal",146500
"RL","NridgHt","1Story","8",2006,"Gd","PConc","Gd",1634,0,1634,2,7,"RFn",3,866,"TA","TA","Y","WD","Normal",250000
"RL","SawyerW","2Story","6",1993,"Gd","PConc","Gd",832,878,1710,2,7,"RFn",2,506,"TA","TA","Y","WD","Normal",187000
"RL","StoneBr","1Story","8",1985,"Gd","PConc","Gd",1502,0,1502,1,4,"RFn",2,528,"TA","TA","Y","WD","Normal",212000
"RL","NWAmes","2Story","7",1977,"TA","CBlock","Gd",1161,808,1969,2,8,"RFn",2,534,"TA","TA","Y","WD","Normal",190000
"RM","Edwards","SLvl","6",2005,"TA","PConc","Gd",1072,0,1072,1,5,"RFn",2,525,"TA","TA","Y","WD","Normal",148000
"RL","NridgHt","1Story","8",2006,"Gd","PConc","Ex",1976,0,1976,2,7,"RFn",3,908,"TA","TA","Y","New","Partial",440000
"RL","StoneBr","1Story","8",2000,"Gd","PConc","Gd",1652,0,1652,2,6,"RFn",2,499,"TA","TA","Y","WD","Normal",251000
"RL","Sawyer","1Story","5",1963,"TA","CBlock","TA",970,0,970,1,5,"Unf",2,624,"TA","TA","Y","WD","Normal",132500
"RL","CollgCr","1Story","6",1997,"TA","PConc","Gd",1493,0,1493,2,7,"Fin",2,508,"TA","TA","Y","WD","Normal",208900
"RL","NridgHt","2Story","9",2006,"Ex","PConc","Gd",2069,574,2643,2,9,"Fin",3,694,"TA","TA","Y","WD","Normal",380000
"RL","CollgCr","1Story","8",2007,"Gd","PConc","Ex",1718,0,1718,2,7,"RFn",3,826,"TA","TA","Y","WD","Normal",297000
"RM","OldTown","1Story","4",1937,"TA","BrkTil","Fa",1131,0,1131,1,7,"Unf",2,672,"TA","TA","Y","WD","Alloca",89471
"RL","NridgHt","1Story","9",2004,"Gd","PConc","Ex",1850,0,1850,2,8,"Fin",3,772,"TA","TA","Y","WD","Normal",326000
"RL","NridgHt","1Story","9",2003,"Gd","PConc","Ex",1792,0,1792,2,6,"Fin",3,874,"TA","TA","Y","WD","Normal",374000
"RM","OldTown","2Story","7",1915,"Gd","PConc","TA",916,910,1826,1,7,"Unf",1,164,"Fa","Fa","Y","WD","Normal",155000
"RM","Mitchel","1Story","6",1998,"TA","PConc","Ex",1216,0,1216,2,5,"Unf",2,402,"TA","TA","Y","WD","Normal",164000
"RL","Sawyer","1Story","5",1962,"TA","CBlock","TA",999,0,999,1,6,"Unf",1,264,"TA","TA","Y","WD","Normal",132500
"RL","NAmes","1Story","5",1950,"Gd","CBlock","TA",1113,0,1113,1,5,"Unf",1,264,"TA","TA","Y","WD","Normal",147000
"RL","NAmes","1Story","5",1965,"TA","CBlock","TA",1073,0,1073,1,6,"RFn",2,515,"TA","TA","Y","WD","Normal",156000
"RL","NWAmes","1Story","5",1971,"TA","CBlock","Gd",1484,0,1484,2,7,"Unf",2,487,"TA","TA","Y","WD","Normal",175000
"RL","OldTown","1.5Fin","5",1900,"TA","CBlock","TA",1766,648,2414,2,10,"Unf",2,520,"TA","Fa","None","ConLD","Normal",160000
"RM","MeadowV","SFoyer","4",1970,"TA","CBlock","Gd",630,0,630,1,3,"Unf",1,286,"TA","TA","Y","WD","Normal",86000
"RM","MeadowV","2Story","5",1976,"TA","PConc","Gd",616,688,1304,1,4,"Fin",1,336,"TA","TA","Y","WD","Normal",115000
"RL","NAmes","1.5Fin","6",1941,"TA","CBlock","TA",958,620,1578,1,5,"Unf",1,240,"TA","TA","Y","WD","Normal",133000
"RL","Gilbert","2Story","6",2006,"Gd","PConc","Gd",728,728,1456,2,8,"RFn",2,429,"TA","TA","Y","New","Partial",172785
"RL","NAmes","1Story","5",1960,"TA","CBlock","TA",1269,0,1269,1,6,"Unf",1,308,"TA","TA","Y","WD","Normal",155000
"RM","OldTown","1Story","5",1938,"TA","BrkTil","Fa",886,0,886,1,4,"Unf",1,273,"TA","TA","Y","WD","Normal",91300
"C (all)","IDOTRR","1Story","4",1920,"TA","CBlock","TA",720,0,720,1,4,"None",0,0,"None","None","None","WD","Abnorml",34900
"RL","NoRidge","1Story","8",1992,"Gd","PConc","Gd",3228,0,3228,3,10,"RFn",2,546,"TA","TA","Y","WD","Normal",430000
"RL","BrkSide","1.5Fin","7",1925,"TA","PConc","TA",1133,687,1820,2,8,"Unf",1,240,"TA","TA","None","WD","Normal",184000
"RL","Sawyer","1Story","5",1967,"TA","PConc","TA",899,0,899,1,5,"Fin",1,288,"TA","TA","Y","WD","Normal",130000
"RL","NAmes","1Story","5",1958,"TA","CBlock","TA",912,0,912,1,5,"Fin",1,297,"TA","TA","Y","WD","Normal",120000
"RM","BrDale","2Story","6",1973,"TA","CBlock","TA",672,546,1218,1,7,"Unf",1,264,"TA","TA","Y","WD","Normal",113000
"FV","Somerst","2Story","7",2005,"Gd","PConc","Gd",866,902,1768,2,7,"RFn",2,603,"TA","TA","Y","WD","Normal",226700
"RL","Edwards","1Story","5",1965,"TA","CBlock","TA",1214,0,1214,1,6,"Unf",2,461,"Fa","Fa","Y","WD","Normal",140000
"RL","Crawfor","1Story","7",1959,"TA","CBlock","TA",1801,0,1801,2,6,"Fin",2,484,"TA","TA","Y","WD","Normal",289000
"RL","NPkVill","2Story","6",1974,"TA","CBlock","TA",855,467,1322,2,6,"Unf",2,440,"TA","TA","Y","WD","Normal",147000
"RM","OldTown","2Story","5",1952,"TA","CBlock","TA",960,1000,1960,2,10,"Unf",2,400,"TA","TA","None","COD","Normal",124500
"RL","SawyerW","2Story","8",1993,"Gd","PConc","Gd",1065,846,1911,2,8,"RFn",2,471,"TA","TA","Y","WD","Normal",215000
"FV","Somerst","1Story","6",2009,"Gd","PConc","Gd",1218,0,1218,2,4,"Fin",2,676,"TA","TA","Y","New","Partial",208300
"RM","OldTown","2Story","7",1928,"TA","BrkTil","TA",689,689,1378,2,7,"Unf",2,360,"TA","TA","None","WD","Normal",161000
"RL","NAmes","1Story","5",1959,"TA","CBlock","TA",1041,0,1041,1,6,"RFn",1,270,"TA","TA","Y","WD","Normal",124500
"RL","NAmes","1Story","5",1951,"Gd","CBlock","TA",1363,0,1363,1,6,"Unf",1,288,"TA","TA","Y","WD","Normal",164900
"RL","NridgHt","1Story","7",2005,"Gd","PConc","Gd",1368,0,1368,2,6,"RFn",2,474,"TA","TA","Y","New","Partial",202665
"RL","NAmes","1Story","5",1958,"TA","CBlock","TA",864,0,864,1,5,"Unf",2,624,"TA","TA","Y","WD","Normal",129900
"RL","Mitchel","1Story","6",1983,"TA","PConc","TA",1080,0,1080,1,5,"Unf",2,484,"TA","TA","Y","WD","Normal",134000
"RL","Crawfor","1.5Unf","5",1926,"TA","BrkTil","TA",789,0,789,1,5,"Unf",1,200,"Po","Po","Y","WD","Normal",96500
"RL","NridgHt","1Story","10",2009,"Ex","CBlock","Ex",2020,0,2020,2,9,"Fin",3,900,"TA","TA","Y","New","Partial",402861
"RL","NWAmes","SLvl","6",1972,"TA","CBlock","TA",1378,741,2119,2,7,"RFn",2,583,"TA","TA","Y","COD","Abnorml",158000
"RL","NoRidge","2Story","7",1996,"Gd","PConc","Gd",1277,1067,2344,2,7,"RFn",3,889,"TA","TA","Y","WD","Normal",265000
"RL","CollgCr","2Story","6",1998,"TA","PConc","Gd",882,914,1796,2,7,"RFn",2,546,"TA","TA","Y","WD","Normal",211000
"RL","Crawfor","2Story","7",1926,"Gd","BrkTil","Gd",1276,804,2080,1,9,"Unf",1,282,"TA","TA","Y","WD","Normal",234000
"RL","OldTown","2Story","4",1900,"TA","BrkTil","None",694,600,1294,2,7,"None",0,0,"None","None","None","WD","Normal",106250
"RL","NAmes","1Story","6",1957,"TA","CBlock","TA",1244,0,1244,1,6,"Unf",1,336,"TA","TA","Y","WD","Normal",150000
"RM","BrkSide","1.5Fin","6",1947,"TA","CBlock","TA",1004,660,1664,2,7,"Unf",2,420,"TA","TA","Y","WD","Normal",159000
"RL","Edwards","2Story","10",2007,"Ex","PConc","Ex",3138,1538,4676,3,11,"Fin",3,884,"TA","TA","Y","New","Partial",184750
"RL","NoRidge","2Story","7",1996,"Gd","PConc","Gd",1383,1015,2398,2,8,"Fin",3,834,"TA","TA","Y","WD","Normal",315750
"FV","Somerst","1Story","7",2005,"Gd","PConc","Gd",1266,0,1266,2,6,"Unf",2,453,"TA","TA","Y","WD","Normal",176000
"RL","NAmes","1Story","5",1956,"TA","CBlock","Gd",928,0,928,1,4,"Unf",1,252,"TA","TA","Y","WD","Normal",132000
"RL","NridgHt","2Story","9",2008,"Ex","PConc","Ex",1476,1237,2713,2,11,"Fin",3,858,"TA","TA","Y","New","Partial",446261
"RL","Edwards","1Story","4",1920,"TA","BrkTil","TA",605,0,605,1,5,"None",0,0,"None","None","None","WD","Normal",86000
"RL","Crawfor","1Story","6",1957,"Gd","PConc","TA",2515,0,2515,3,9,"RFn",2,484,"TA","TA","Y","WD","Alloca",200624
"RL","Timber","SLvl","6",1988,"Gd","CBlock","Gd",1509,0,1509,2,5,"RFn",2,600,"TA","TA","Y","WD","Abnorml",175000
"RM","BrkSide","2Story","6",1920,"TA","BrkTil","Fa",751,611,1362,2,6,"Fin",2,502,"TA","Fa","Y","WD","Normal",128000
"RL","NAmes","1Story","5",1955,"TA","Slab","None",827,0,827,1,5,"Unf",1,392,"TA","TA","Y","WD","Normal",107500
"RL","BrkSide","1Story","1",1946,"Fa","Slab","None",334,0,334,1,2,"None",0,0,"None","None","None","WD","Normal",39300
"RL","Gilbert","2Story","8",2004,"Gd","PConc","Ex",707,707,1414,2,6,"Fin",2,403,"TA","TA","Y","WD","Normal",178000
"RL","Edwards","2Story","5",1910,"TA","CBlock","Gd",820,527,1347,1,5,"None",0,0,"None","None","None","WD","Normal",107500
"RL","CollgCr","2Story","7",1998,"TA","PConc","Gd",880,844,1724,2,8,"Fin",2,527,"TA","TA","Y","WD","Normal",188000
"RL","NAmes","1Story","4",1972,"TA","CBlock","TA",864,0,864,1,5,"Unf",2,576,"TA","TA","Y","COD","Normal",111250
"RL","Sawyer","1Story","5",1968,"TA","CBlock","TA",1159,0,1159,1,7,"Unf",1,336,"TA","TA","Y","WD","Normal",158000
"RL","CollgCr","1Story","8",2001,"Gd","PConc","Gd",1601,0,1601,2,6,"RFn",2,670,"TA","TA","Y","WD","Normal",272000
"RL","Timber","1Story","9",2006,"Ex","PConc","Ex",1838,0,1838,2,8,"Fin",3,765,"TA","TA","Y","WD","Normal",315000
"RL","NoRidge","2Story","8",2000,"Gd","PConc","Gd",997,1288,2285,2,8,"Fin",3,648,"TA","TA","Y","WD","Normal",248000
"RL","NWAmes","1Story","7",1998,"Gd","PConc","Ex",1680,0,1680,2,7,"Fin",2,583,"TA","TA","Y","WD","Normal",213250
"RH","NAmes","SFoyer","7",1998,"TA","PConc","Gd",767,0,767,1,4,"Fin",1,367,"TA","TA","Y","WD","Normal",133000
"RL","Gilbert","2Story","7",2006,"Gd","PConc","Gd",664,832,1496,2,7,"RFn",2,426,"TA","TA","Y","New","Partial",179665
"RL","NWAmes","1.5Fin","7",1988,"Gd","PConc","Gd",1377,806,2183,2,9,"Unf",3,786,"TA","TA","Y","WD","Normal",229000
"RL","BrkSide","1.5Fin","6",1923,"TA","BrkTil","Gd",915,720,1635,1,6,"Unf",2,440,"TA","TA","Y","WD","Normal",210000
"RL","Mitchel","SFoyer","5",1970,"TA","CBlock","Gd",768,0,768,1,5,"Unf",2,624,"TA","TA","Y","WD","Normal",129500
"RM","OldTown","1Story","5",1955,"TA","CBlock","TA",825,0,825,1,4,"RFn",2,720,"TA","TA","Y","WD","Normal",125000
"FV","Somerst","2Story","7",2003,"Gd","PConc","Gd",912,1182,2094,2,8,"Fin",2,615,"TA","TA","Y","WD","Normal",263000
"RL","NPkVill","1Story","6",1977,"TA","CBlock","Gd",1069,0,1069,2,4,"RFn",2,440,"TA","TA","Y","COD","Abnorml",140000
"RM","OldTown","1Story","5",1957,"TA","CBlock","TA",928,0,928,1,5,"Fin",1,288,"TA","TA","Y","WD","Normal",112500
"RL","NridgHt","1Story","8",2006,"Gd","PConc","Ex",1717,0,1717,2,7,"RFn",3,908,"TA","TA","Y","WD","Normal",255500
"RL","Edwards","1Story","4",1949,"TA","CBlock","None",1126,0,1126,2,5,"Fin",2,520,"TA","TA","None","WD","Normal",108000
"RL","NridgHt","2Story","7",2003,"Gd","PConc","Gd",1006,1040,2046,2,8,"RFn",3,871,"TA","TA","Y","WD","Normal",284000
"RM","BrkSide","1.5Unf","5",1922,"TA","BrkTil","TA",1048,0,1048,1,5,"Unf",1,280,"TA","TA","Y","WD","Normal",113000
"RL","NAmes","1Story","5",1957,"TA","CBlock","TA",1092,0,1092,1,6,"Fin",1,299,"TA","TA","Y","WD","Normal",141000
"C (all)","IDOTRR","1.5Fin","4",1920,"TA","CBlock","TA",897,439,1336,1,7,"Unf",1,570,"TA","TA","Y","COD","Normal",108000
"RL","Gilbert","2Story","7",1996,"TA","PConc","Gd",729,717,1446,2,6,"Unf",2,406,"TA","TA","Y","WD","Normal",175000
"RL","Blmngtn","1Story","7",2003,"Gd","PConc","Gd",1557,0,1557,2,7,"Fin",2,420,"TA","TA","Y","WD","Normal",234000
"RL","Sawyer","1Story","5",1957,"TA","CBlock","Gd",1392,0,1392,1,5,"Unf",2,528,"TA","TA","Y","WD","Normal",121500
"RL","Mitchel","1Story","5",1974,"TA","CBlock","Gd",1389,0,1389,1,6,"RFn",2,418,"TA","TA","Y","WD","Normal",170000
"RL","Edwards","1Story","5",1940,"TA","CBlock","TA",996,0,996,1,6,"None",0,0,"None","None","Y","WD","Normal",108000
"RL","Edwards","1.5Fin","6",1918,"TA","BrkTil","Gd",1163,511,1674,2,8,"Fin",2,396,"TA","TA","None","WD","Normal",185000
"RL","NoRidge","2Story","7",1992,"Gd","PConc","Gd",1166,1129,2295,2,9,"RFn",2,590,"TA","TA","Y","WD","Normal",268000
"RL","SWISU","2Story","6",1915,"TA","PConc","Gd",841,806,1647,1,6,"Unf",1,216,"TA","TA","Y","WD","Normal",128000
"RL","StoneBr","2Story","9",2005,"Gd","PConc","Gd",1134,1370,2504,2,11,"Fin",3,656,"TA","TA","Y","WD","Normal",325000
"RL","NridgHt","1Story","7",2004,"Gd","PConc","Gd",1535,0,1535,2,7,"RFn",2,532,"TA","TA","Y","WD","Normal",214000
"RL","SawyerW","1.5Fin","8",1983,"Gd","CBlock","Gd",1496,636,2132,1,5,"Fin",2,612,"Gd","TA","Y","WD","Normal",316600
"RL","NAmes","SFoyer","5",1979,"TA","CBlock","Gd",943,0,943,1,4,"Unf",2,600,"TA","TA","Y","WD","Normal",135960
"RL","NAmes","1Story","5",1965,"TA","CBlock","TA",1728,0,1728,2,10,"Unf",2,576,"TA","TA","Y","WD","Normal",142600
"RL","NAmes","1Story","6",1959,"TA","CBlock","TA",864,0,864,1,4,"Unf",1,288,"TA","TA","Y","WD","Abnorml",120000
"RL","Timber","2Story","7",2009,"TA","PConc","Ex",846,846,1692,2,6,"RFn",2,650,"TA","TA","Y","New","Partial",224500
"RL","Gilbert","SLvl","7",2000,"TA","PConc","Gd",774,656,1430,2,8,"RFn",2,400,"TA","TA","Y","WD","Normal",170000
